Level_4,Level_6,Level_6_Kod,Level_7,Level_7_Kod,Level_8,Level_8_Kod,Level_9,Level_9_Kod,Level_10,Level_10_Kod,Level_12,Level_12_Kod
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Zespół transporterów do Czapkarki004689/5506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138400,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Linia ważąco-pakujaca T-23 -6506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152112,"1-Szafa sterownicza linii506087UGP11PLPAPL12P11            0,00PLPA-PR-U11-010703-002",10138401,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Kartoniarka czapkarka6087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152113,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Kartoniarka czapkarka6087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10152113,"2-Klejarka506087UGP11PLPAPL13P11            0,00PLPA-PR-U11-010703-002",10155139,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Transporter pionowy linii 5-06087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10172991,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Transporter do magazynu Bufor006456/1506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10172996,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Zespół pakowania Bufor006456/2506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10172999,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Transporter do paletyzatora IHS006456/3506087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10173004,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,"PLPA-PR-U11-010703-002LINIA WAŻĄCO-PAKUJĄCA 5,6 RAFFAELLO506087",,,,"1-Szafa sterownicza6087UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-002",10193996,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,,,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Transporter wafla 1.1         002792/1506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10117880,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Transporter wafla 1.2         002792/2506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10117881,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Transporter wafla 1.3         002792/3506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10117882,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Transporter wafla 1.4         002792/4506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10117883,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Transporter wafla 1.5         002792/5506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10117934,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Transporter wafla 1.6         002792/6506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10117935,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Magazynek wafla 1             002792/7506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10117936,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Młynek odpadu wafla506231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10244621,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117879,"2-Zespół szaf elektrycznych6231UGP11PLPAPL79P11            0,00PLPA-PR-U11-010703-003",10164776,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Transporter wafla 2.1         002793/1506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10118142,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Transporter wafla 2.2         002793/2506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10118143,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Transporter wafla 2.3         002793/3506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10118144,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Transporter wafla 2.4         002793/4506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10118145,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Transporter wafla 2.5         002793/5506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10118146,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Transporter wafla 2.6         002793/6506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10118147,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Magazynek wafla 2506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10117937,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Młynek odpadu wafla506231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10244631,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół trans.wafla 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118141,"2-Zespół szaf elektrycznych6231UGP11PLPAPL41P11            0,00PLPA-PR-U11-010703-003",10164775,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118184,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118184,"2 - Transporter wafla pod piłami 06231UGP11PLPAPL84P11            0,00PLPA-PR-U11-010703-003",10117884,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118184,"2 - Transporter wafla pod piłami 06231UGP11PLPAPL84P11            0,00PLPA-PR-U11-010703-003",10117884,"3- Magazynek wafla 1506231UGP11PLPAPL84P11            0,00PLPA-PR-U11-010703-003",10126004,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118184,"2 - Transporter wafla pod piłami 06231UGP11PLPAPL84P11            0,00PLPA-PR-U11-010703-003",10117884,"3- Magazynek wafla 2506231UGP11PLPAPL84P11            0,00PLPA-PR-U11-010703-003",10138778,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118184,"2 - Moduł tnący 06231UGP11PLPAPL84P11            0,00PLPA-PR-U11-010703-003",10117886,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118184,"2- Przekładacz wafla 1            6231UGP11PLPAPL84P11            0,00PLPA-PR-U11-010703-003",10117888,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 2506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118185,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 2506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118185,"2 - Transporter wafla pod piłami 06231UGP11PLPAPL85P11            0,00PLPA-PR-U11-010703-003",10117885,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 2506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118185,"2 - Transporter wafla pod piłami 06231UGP11PLPAPL85P11            0,00PLPA-PR-U11-010703-003",10117885,"3- Magazynek wafla 3506231UGP11PLPAPL85P11            0,00PLPA-PR-U11-010703-003",10126005,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 2506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118185,"2 - Transporter wafla pod piłami 06231UGP11PLPAPL85P11            0,00PLPA-PR-U11-010703-003",10117885,"3- Magazynek wafla 4506231UGP11PLPAPL85P11            0,00PLPA-PR-U11-010703-003",10138779,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 2506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118185,"2- Moduł tnący 06231UGP11PLPAPL85P11            0,00PLPA-PR-U11-010703-003",10117887,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Zespół cięcia wafla 2506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118185,"2- Przekładacz wafla 2002095/1506231UGP11PLPAPL85P11            0,00PLPA-PR-U11-010703-003",10117889,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Instalacja podciśnienia przekładacza506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10215576,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Instalacja podciśnienia przekładacza506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10215576,"2-Odkurzacz6231UGP11PLPAPL76P11            0,00PLPA-PR-U11-010703-003",10119170,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Instalacja podciśnienia przekładacza506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10215576,"2-Odkurzacz31UGP11PLPAPL76P11            0,00PLPA-PR-U11-010703-003",10155427,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Instalacja podciśnienia przekładacza506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10215576,"2-Odkurzacz31UGP11PLPAPL76P11            0,00PLPA-PR-U11-010703-003",10155428,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Instalacja podciśnienia przekładacza506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10215576,"2-Odkurzacz6231UGP11PLPAPL76P11            0,00PLPA-PR-U11-010703-003",10155429,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Instalacja podciśnienia przekładacza506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10215576,"2-Odkurzacz31UGP11PLPAPL76P11            0,00PLPA-PR-U11-010703-003",10168740,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Transporter główny modelatora6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117890,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 - Wałek czyszczący formy31UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117891,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Dociskacz muszelek 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117892,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Dociskacz muszelek 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118148,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Nalewarka 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117893,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Nalewarka 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117894,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Transporter migdała 1.1 005055/1506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117896,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Transporter migdała 1.2    005055/2506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117897,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Przekładacz migdała 1.1       005055/3506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117898,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Przekładacz migdała 1.2       005055/4506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117899,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Kaseta podająca migdała 2.1   002101/1506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117939,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Kaseta podająca migdała 2.2   002101/2506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117940,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Przekładacz migdała 2.1       002103/1506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117941,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Przekładacz migdała 2.2       002103/2506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10117942,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Podajnik migdała Labotek6231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10127128,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Podajnik migdała Labotek6231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10153200,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Instalacja podciśnienia przekładacza506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10217040,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Instalacja podciśnienia przekładacza506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10217040,"3-Odkurzacz6231UGP11PLPAPL40P11            0,00PLPA-PR-U11-010703-003",10217041,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1 -Zespół podawania migdała506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117895,"2-Instalacja podciśnienia przekładacza506231UGP11PLPAPL95P11            0,00PLPA-PR-U11-010703-003",10217040,"3-Odkurzacz6231UGP11PLPAPL40P11            0,00PLPA-PR-U11-010703-003",10217042,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Składacz form 1                 6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117907,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Składacz form 2                 6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117921,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Dociskacz form 06231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117908,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Dociskacz form 2                6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10118149,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Wibratory 1                     6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10125837,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Wibratory 2                     6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117909,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Zespół chłodniczy 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117910,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Zespół chłodniczy 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117910,"2-Osuszacz powietrza6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10132684,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Zespół chłodniczy 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117910,"2-Chłodnia 1  31UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117911,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Zespół chłodniczy 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117910,"2-Układ schładzania glikolu6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117912,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Zespół chłodniczy 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117910,"2-Szafa elektryczna6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10132683,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Zespół chłodniczy 1506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117910,"2-Osusacz sprężonego powietrza506231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10245066,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Rozkładacz form 1             6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117913,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Rozkładacz form 2               6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117922,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Przekładacz na trans. siat. 1   6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117914,,,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Przekładacz na trans. siat. 1   6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117914,"2-Centrowanie form 1506231UGP11PLPAPL14P11            0,00PLPA-PR-U11-010703-003",10152531,,,,
PLPA-PR-U11-010703RAFFAELLO LINIA 2,PLPA-PR-U11-010703-003MODELATOR RAFFAELLO506231,,,,"1-Przekładacz na trans. siat. 2   6231UGP11PLPAPL10P11            0,00PLPA-PR-U11-010703-003",10117915,,,,,,
