Level_4,Level_6,Level_6_Kod,Level_7,Level_7_Kod,Level_8,Level_8_Kod,Level_9,Level_9_Kod,Level_10,Level_10_Kod,Level_12,Level_12_Kod
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"1-Zrobotyzowane urządzenie pobierające 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10115668,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Transporter główny 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107586,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Magazynek modułu zabawek 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107587,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Dociskacz 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107588,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-System IMC kody6326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10201540,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Zgrzewarka 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107589,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Transporter polikordy 2005042/1506326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107592,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Transporter płytkowy nr 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10116335,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Drukarka 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107590,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Drukarka 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107590,"2-Odkurzacz6326UGP22PLPAPL90P12            0,00PLPA-PR-U22-010326-002",10116956,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Prasa wycinajaca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107591,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Prasa wycinajaca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107591,"3-Wieża układa.jajka po wycięciu w forem506326UGP22PLPAPL91P12            0,00PLPA-PR-U22-010326-002",10115790,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Prasa wycinajaca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107591,"3-Matryca wycinająca – kod 26UGP22PLPAPL91P12            0,00PLPA-PR-U22-010326-002",10114714,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Prasa wycinajaca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107591,"3-Matryca wycinająca – kod 26UGP22PLPAPL91P12            0,00PLPA-PR-U22-010326-002",10114715,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,"3-Zespół transporterów obiegu klocków506326UGP22PLPAPL93P12            0,00PLPA-PR-U22-010326-002",10115673,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,"3-Magazynek fundello506326UGP22PLPAPL93P12            0,00PLPA-PR-U22-010326-002",10115674,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,"3-Magazynek fundello506326UGP22PLPAPL93P12            0,00PLPA-PR-U22-010326-002",10115674,"4-Pompa próżniowa506326UGP22PLPAPL74P12            0,00PLPA-PR-U22-010326-002",10126603
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,"3-Transporter modułowy fundella 2506326UGP22PLPAPL93P12            0,00PLPA-PR-U22-010326-002",10116338,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,"3-Zespół wprowadzania klocków pod wycina506326UGP22PLPAPL93P12            0,00PLPA-PR-U22-010326-002",10115675,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,"3-Przekładacz produktu506326UGP22PLPAPL93P12            0,00PLPA-PR-U22-010326-002",10115676,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Maszyna pakująca 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107593,"3-Przekładacz produktu506326UGP22PLPAPL93P12            0,00PLPA-PR-U22-010326-002",10115676,"4-Pompa próżniowa506326UGP22PLPAPL76P12            0,00PLPA-PR-U22-010326-002",10126604
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Winda 2005050/1506326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10107594,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.2506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107809,"2-Transporter z wypychaczem linii 2005050/2506326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10116908,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,,,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Transporter główny 3 6326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107595,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Magazynek modułu zabawek 3 6326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107596,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Dociskacz 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107597,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-System IMC kody6326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10201541,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Zgrzewarka 3 6326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107598,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Transporter polikordy 3002554/1506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107601,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Transporter płytkowy nr 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10116336,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Drukarka 3 6326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107599,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Drukarka 3 6326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107599,"3-Odkurzacz drukarki6326UGP22PLPAPL99P12            0,00PLPA-PR-U22-010326-002",10116378,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Drukarka 3 6326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107599,"3-Transporter taśmowy506326UGP22PLPAPL99P12            0,00PLPA-PR-U22-010326-002",10160100,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Prasa wycinająca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107600,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Prasa wycinająca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107600,"3-Wieża układa.jajka po wycięciu w forem506326UGP22PLPAPL00P12            0,00PLPA-PR-U22-010326-002",10115791,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,"3-Zespół transporterów obiegu klocków506326UGP22PLPAPL02P12            0,00PLPA-PR-U22-010326-002",10115683,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,"3-Magazynek fundello506326UGP22PLPAPL02P12            0,00PLPA-PR-U22-010326-002",10115684,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,"3-Magazynek fundello506326UGP22PLPAPL02P12            0,00PLPA-PR-U22-010326-002",10115684,"4-Pompa próżniowa506326UGP22PLPAPL84P12            0,00PLPA-PR-U22-010326-002",10126605
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,"3-Transporter modułowy fundella 3506326UGP22PLPAPL02P12            0,00PLPA-PR-U22-010326-002",10116337,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,"3-Zespół wprowadzania klocków pod wycina506326UGP22PLPAPL02P12            0,00PLPA-PR-U22-010326-002",10115685,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,"3-Przekładacz produktu506326UGP22PLPAPL02P12            0,00PLPA-PR-U22-010326-002",10115686,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Maszyna pakująca 06326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107602,"3-Przekładacz produktu506326UGP22PLPAPL02P12            0,00PLPA-PR-U22-010326-002",10115686,"4-Pompa próżniowa506326UGP22PLPAPL86P12            0,00PLPA-PR-U22-010326-002",10126606
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Winda 3 002965/1506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10107603,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.3506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107811,"2-Transporter z wypychaczem linii 3002965/2506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10116907,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,,,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Transporter główny 4 6326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107604,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Magazynek modułu zabawek 4 6326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107605,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Dociskacz 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107606,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-System IMC kody6326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10201542,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Zgrzewarka 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107607,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Transporter polikordy 4002562/1506326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107610,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Transporter płytkowy nr 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10116339,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Drukarka 4 6326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107608,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Drukarka 4 6326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107608,"3-Odkurzacz drukarki6326UGP22PLPAPL08P12            0,00PLPA-PR-U22-010326-002",10116377,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Drukarka 4 6326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107608,"3-Transporter taśmowy506326UGP22PLPAPL08P12            0,00PLPA-PR-U22-010326-002",10160101,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Prasa wycinająca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107609,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Prasa wycinająca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107609,"3-Wieża układa.jajka po wycięciu w forem506326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10115792,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,"3-Zespół transporterów obiegu klocków506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10115687,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,"3-Magazynek fundello506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10115688,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,"3-Magazynek fundello506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10115688,"4-Pompa próżniowa506326UGP22PLPAPL88P12            0,00PLPA-PR-U22-010326-002",10126607
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,"3-Transporter modułowy fundella506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10116340,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,"3-Zespół wprowadzania klocków pod wycina506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10115689,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,"3-Przekładacz produktu506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10115690,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Maszyna pakująca 06326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107611,"3-Przekładacz produktu506326UGP22PLPAPL11P12            0,00PLPA-PR-U22-010326-002",10115690,"4-Pompa próżniowa506326UGP22PLPAPL90P12            0,00PLPA-PR-U22-010326-002",10126608
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Winda 4002964/1506326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10107612,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.4506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10107812,"2-Transporter z wypychaczem linii 4002964/2506326UGP22PLPAPL12P12            0,00PLPA-PR-U22-010326-002",10116906,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.5506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10115609,,,,,,
PLPA-PR-U22-010326KJ LINIA 2,PLPA-PR-U22-010326-002KJ 2 PAKOWANIE506326,,,,"1-Linia pakowania 2.5506326UGP22PLPAPL10P12            0,00PLPA-PR-U22-010326-002",10115609,"2-Transporter główny 06326UGP22PLPAPL09P12            0,00PLPA-PR-U22-010326-002",10115691,,,,
