Urządzenie;Oznaczenie;Ważne do;Zakład planow.
10227701;2-Głowica;31.12.9999;PLPA
10227702;2-Głowica;31.12.9999;PLPA
10227703;2-Głowica;31.12.9999;PLPA
10227704;2-Głowica;31.12.9999;PLPA
10227705;2-Głowica;31.12.9999;PLPA
10227706;2-Spirala;31.12.9999;PLPA
10227707;3 - Układ podawania kleju;31.12.9999;PLPA
10227708;3 - Układ podawania kleju;31.12.9999;PLPA
10227709;1-Osprzęt linii;31.12.9999;PLPA
10227710;1-Osprzęt linii;31.12.9999;PLPA
10227711;1 - Osprzęt linii;31.12.9999;PLPA
10227712;1-Osprzęt linii;31.12.9999;PLPA
10227713;1-Osprzęt linii;31.12.9999;PLPA
10227718;2-Szafa sterownicza;31.12.9999;PLPA
10227719;2-Drukarka;31.12.9999;PLPA
10227720;2-Spirala;31.12.9999;PLPA
10227721;2-Spirala;31.12.9999;PLPA
10227722;2-Rentgen;31.12.9999;PLPA
10227723;2-Odkurzacz;31.12.9999;PLPA
10227724;1-Drukarka;31.12.9999;PLPA
10227725;1-Drukarka;31.12.9999;PLPA
10227726;1-Automatyczy zaklejacz kartonów;31.12.9999;PLPA
10227727;1-Automatyczy zaklejacz kartonów;31.12.9999;PLPA
10227728;1-Transporter główny modelatora 1;31.12.9999;PLPA
10227729;1-Zespół młotków;31.12.9999;PLPA
10227730;1-Lampy grzewcze;31.12.9999;PLPA
10227731;1-Obracacz form 1;31.12.9999;PLPA
10227732;1-Wałek czyszczący formy;31.12.9999;PLPA
10227733;1-Obracacz form 2;31.12.9999;PLPA
10227734;1-Zespół nagrzewania form;31.12.9999;PLPA
10227735;1-Nalewarka 1;31.12.9999;PLPA
10227736;1-Nalewarka 2;31.12.9999;PLPA
10227737;1-Zespół wibratorów;31.12.9999;PLPA
10227738;1-Zamykacz form;31.12.9999;PLPA
10227739;1-Obracacz form 3;31.12.9999;PLPA
10227740;1-Dociskacz form;31.12.9999;PLPA
10227741;1-Podnośnik form;31.12.9999;PLPA
10227742;1-Przekładacz podawania pustych form;31.12.9999;PLPA
10227743;1-Zespół transporterów załadunku form;31.12.9999;PLPA
10227744;2-Transporter form 1;31.12.9999;PLPA
10227745;2-Transporter form 2;31.12.9999;PLPA
10227746;2-Transporter form 3;31.12.9999;PLPA
10227747;1-Zespół przekładaczy form Fanuc;31.12.9999;PLPA
10227749;2-Przekładacz form Fanuc Nr.1;31.12.9999;PLPA
10227751;2-Przekładacz form Fanuc Nr.2;31.12.9999;PLPA
10227752;2-Przekładacz form Fanuc Nr.3;31.12.9999;PLPA
10227753;2-Przekładacz form Fanuc Nr.4;31.12.9999;PLPA
10227754;1-Zespół obracaczy Orbitale;31.12.9999;PLPA
10227755;2-Orbital Nr.1;31.12.9999;PLPA
10227756;2-Orbital Nr.2;31.12.9999;PLPA
10227757;2-Orbital Nr.3;31.12.9999;PLPA
10227758;2-Orbital Nr.4;31.12.9999;PLPA
10227792;1-Chłodnia;31.12.9999;PLPA
10227793;1-Transporter główny modelatora 2;31.12.9999;PLPA
10227794;1-Podnośnik form;31.12.9999;PLPA
10227795;1-Obracacz form 4;31.12.9999;PLPA
10227796;1-Lampy grzewcze podgrzewania krawędzi;31.12.9999;PLPA
10227797;1-Obracacz form 5;31.12.9999;PLPA
10227798;1-Dociskacz form;31.12.9999;PLPA
10227799;1-Winda form;31.12.9999;PLPA
10227800;1-Zespół chłodniczy;31.12.9999;PLPA
10227801;1-Otwieracz form;31.12.9999;PLPA
10227802;1-Przekładacz gotowego wyrobu;31.12.9999;PLPA
10227803;1-Zespół transporterów klocków;31.12.9999;PLPA
10227804;1-Rentgen;31.12.9999;PLPA
10227805;2-Tunel chłodniczy;31.12.9999;PLPA
10227806;2-Osusacz powietrza;31.12.9999;PLPA
10227808;1-Zespół zasypu  Granelli;31.12.9999;PLPA
10227809;2-Transporter zasypu  Granelli 1;31.12.9999;PLPA
10227810;2-Transporter zasypu  Granelli 2;31.12.9999;PLPA
10227811;2-Transporter zasypu  Granelli 3;31.12.9999;PLPA
10227812;2-Transporter zasypu  Granelli 4;31.12.9999;PLPA
10227813;2-Transporter zasypu  Granelli 5;31.12.9999;PLPA
10227815;2-Obudowa zespołu obracaczy;31.12.9999;PLPA
10227816;2-Transporter form 4;31.12.9999;PLPA
10227818;2-Filtr magnetyczny;31.12.9999;PLPA
10227819;1-Przedmuchiwarka/obracanie/klocków;31.12.9999;PLPA
10227820;1-Rozdzielacz rzędów;31.12.9999;PLPA
10227821;1-Zespół szaf sterowniczych;31.12.9999;PLPA
10227828;1-Przenośniki;31.12.9999;PLPA
10227829;1-Układnica;31.12.9999;PLPA
10227830;1-Przenośniki wejściowe - parter;31.12.9999;PLPA
10227831;1-Przenośniki wyjściowe - piętro;31.12.9999;PLPA
10227832;2-Przenośniki łańcuchowe;31.12.9999;PLPA
10227833;2-Bramka PIE;31.12.9999;PLPA
10227834;1-Obrotnice;31.12.9999;PLPA
10227835;2-Obrotnice łańcuchowe;31.12.9999;PLPA
10227836;2-Obrotnice łańcuchowo-rolkowe;31.12.9999;PLPA
10227837;2-Obrotnice szybkie;31.12.9999;PLPA
10227838;1-Winda VRAC - A_EP527;31.12.9999;PLPA
10227839;1-Profilex;31.12.9999;PLPA
10227840;2-Przenośnik rolkowy;31.12.9999;PLPA
10227841;2-Przenośnik łańcuchowy;31.12.9999;PLPA
10227842;2-Stół krzyżowy;31.12.9999;PLPA
10227843;2-Obrotnice Profilex;31.12.9999;PLPA
10227844;2-Stoły hydrauliczne;31.12.9999;PLPA
10227845;2-Winda profilex EP610;31.12.9999;PLPA
10227848;1-Przenośniki MECALUX;31.12.9999;PLPA
10227849;2-Przenośnik łańcuchowy;31.12.9999;PLPA
10227850;2-Bramka PIE;31.12.9999;PLPA
10227851;1-Stoły krzyżowe MECALUX;31.12.9999;PLPA
10227852;1-Przenośniki MECALUX;31.12.9999;PLPA
10227853;1-Obrotnice (bez szybkich) - MECALUX;31.12.9999;PLPA
10227854;1-Stoły hydrauliczne - MECALUX;31.12.9999;PLPA
10227855;1-Stoły krzyżowe;31.12.9999;PLPA
10227856;1-Winda KJ - EP 005;31.12.9999;PLPA
10227858;1-Rentgen;31.12.9999;PLPA
10227863;1-Trans. Taśmowy Skośny;31.12.9999;PLPA
10227864;1-Trans. Taśmowy nad plastyfikatorami;31.12.9999;PLPA
10227868;1-Trans. Taśmowy Skośny długi;31.12.9999;PLPA
10227869;1-Trans. Taśm. do plastyfikatora VE9111;31.12.9999;PLPA
10228031;1-Centrala grzewcza do stacji rozładunku;31.12.9999;PLPA
10228032;1-Centrala grzewcza do zbiornika i ruroc;31.12.9999;PLPA
10228033;1-Szafa elektryczna do instalacji RIPIEN;31.12.9999;PLPA
10228034;1-Szafa elektryczna do zbiorników zasypo;31.12.9999;PLPA
10228035;1-Instalacja technolog. czekolada DARK;31.12.9999;PLPA
10228036;1-Instalacja technolog. czekolada WHITE;31.12.9999;PLPA
10228037;1-Instalacja technolog. czekolada MILK;31.12.9999;PLPA
10228038;2-Zbiornik  czekolada MILK;31.12.9999;PLPA
10228054;1-Wózki wahadłowe LZ;31.12.9999;PLPA
10228055;1-Wózki APS;31.12.9999;PLPA
10228056;1-Winda EPC;31.12.9999;PLPA
10228057;1-Przenośniki rolkowe;31.12.9999;PLPA
10228058;1-Przenośniki łańcuchowe;31.12.9999;PLPA
10228059;1-Obrotnica;31.12.9999;PLPA
10228060;1-Stoły hydrauliczne;31.12.9999;PLPA
10228061;1-Stół krzyżowy;31.12.9999;PLPA
10228063;2-Urzadzenie pobierające 1          5102;31.12.9999;PLPA
10228065;2-Sito wibracyjne;31.12.9999;PLPA
10228066;2-Sito wibracyjne;31.12.9999;PLPA
10228067;2-Dozownik produktu 2;31.12.9999;PLPA
10228070;2-Magazynek form brudnych;31.12.9999;PLPA
10228160;2-Transporter poziomy 100.070;31.12.9999;PLPA
10228161;2-Transporter poziomy 100.111;31.12.9999;PLPA
10228162;2-Transporter poziomy 100.112;31.12.9999;PLPA
10228163;2-Transporter poziomy 100.090;31.12.9999;PLPA
10228164;2-Transporter poziomy 100.113;31.12.9999;PLPA
10228165;2-Transporter poziomy 100.114;31.12.9999;PLPA
10228166;2-Transporter poziomy 100.115;31.12.9999;PLPA
10228167;2-Transporter poziomy 100.116;31.12.9999;PLPA
10228168;2-Transporter poziomy zakręt 100.131;31.12.9999;PLPA
10228169;2-Transporter poziomy zakręt 100.132;31.12.9999;PLPA
10228170;2-Transporter poziomy 100.200;31.12.9999;PLPA
10228171;2-Transporter poziomy zakręt 100.133;31.12.9999;PLPA
10228172;2-Transporter poziomy  100.141;31.12.9999;PLPA
10228173;2-Transporter poziomy  100.142;31.12.9999;PLPA
10228174;2-Transporter poziomy  100.143;31.12.9999;PLPA
10228175;2-Transporter poziomy  100.150;31.12.9999;PLPA
10228176;2-Transporter poziomy 100.200;31.12.9999;PLPA
10228177;2-Transporter poziomy 100.250;31.12.9999;PLPA
10228178;2-Transporter poziomy 100.251;31.12.9999;PLPA
10228179;2-Transporter poziomy 100.252;31.12.9999;PLPA
10228180;2-Transporter poziomy 100.080;31.12.9999;PLPA
10228185;3 - Elektronika;31.12.9999;PLPA
10228186;3 - Elektronika;31.12.9999;PLPA
10228242;3-Transporter poziomy 154.110;31.12.9999;PLPA
10228243;3-Transporter poziomy 100.114;31.12.9999;PLPA
10228244;3-Transporter poziomy 154.140;31.12.9999;PLPA
10228245;3-Transporter poziomy 154.120;31.12.9999;PLPA
10228246;3-Transporter poziomy 154.130;31.12.9999;PLPA
10228247;3-Transporter poziomy 10.311;31.12.9999;PLPA
10228248;3-Transporter poziomy 10.315;31.12.9999;PLPA
10228250;3-Transporter poziomy 154.210;31.12.9999;PLPA
10228252;3-Transporter poziomy 154.310;31.12.9999;PLPA
10228253;3-Transporter poziomy 154.240;31.12.9999;PLPA
10228254;3-Transporter poziomy 154.220;31.12.9999;PLPA
10228255;3-Transporter poziomy 154.230;31.12.9999;PLPA
10228256;3-Transporter poziomy 100.331;31.12.9999;PLPA
10228257;3-Transporter poziomy 10.212;31.12.9999;PLPA
10228258;3-Transporter poziomy 10.335;31.12.9999;PLPA
10228259;3-Transporter poziomy 154.310;31.12.9999;PLPA
10228260;3-Transporter poziomy 154.340;31.12.9999;PLPA
10228261;3-Transporter poziomy 154.320;31.12.9999;PLPA
10228262;3-Transporter poziomy 154.330;31.12.9999;PLPA
10228264;3-Transporter poziomy 100.321;31.12.9999;PLPA
10228265;3-Transporter poziomy 10.211;31.12.9999;PLPA
10228266;3-Transporter poziomy 10.325;31.12.9999;PLPA
10228267;3-Transporter poziomy 100.312;31.12.9999;PLPA
10228279;3-Odkurzacz;31.12.9999;PLPA
10228280;2-Transporter pionowy spirala;31.12.9999;PLPA
10228281;2-Automatyczna zaklejarka SIAT;31.12.9999;PLPA
10228282;2-Drukarka;31.12.9999;PLPA
10228283;3 - Elektronika;31.12.9999;PLPA
10228285;3 - Elektronika;31.12.9999;PLPA
10228286;3 - Elektronika;31.12.9999;PLPA
10228287;3 - Robot podający wykroje F3_301 4;31.12.9999;PLPA
10228288;3 - Elektronika;31.12.9999;PLPA
10228329;2-Klejarka;31.12.9999;PLPA
10228330;3-Odkurzacz;31.12.9999;PLPA
10228332;2-Transporter pionowy spirala;31.12.9999;PLPA
10228333;3-Odkurzacz;31.12.9999;PLPA
10228334;2-2-Automatyczna zaklejarka SIAT;31.12.9999;PLPA
10228335;2-Drukarka;31.12.9999;PLPA
10228336;2-Automatyczna zaklejarka SIAT;31.12.9999;PLPA
10228337;2-Transporter pionowy spirala;31.12.9999;PLPA
10228469;1-Winda podwójna EPOD133;31.12.9999;PLPA
10229121;3-Klejarka;31.12.9999;PLPA
10229122;2-Transporter odpadu Nr 1.;31.12.9999;PLPA
10229123;3-Wenytylator;31.12.9999;PLPA
10229124;3-Klejarka;31.12.9999;PLPA
10229125;3-Wenytylator;31.12.9999;PLPA
10229126;3-Klejarka;31.12.9999;PLPA
10229127;3-Wenytylator;31.12.9999;PLPA
10229128;3-Klejarka;31.12.9999;PLPA
10229129;3-Wenytylator;31.12.9999;PLPA
10229130;3-Klejarka;31.12.9999;PLPA
10229131;3-Wenytylator;31.12.9999;PLPA
10229132;3-Klejarka;31.12.9999;PLPA
10229133;3-Wenytylator;31.12.9999;PLPA
10229134;3-Klejarka;31.12.9999;PLPA
10229135;3-Wenytylator;31.12.9999;PLPA
10229136;3-Klejarka;31.12.9999;PLPA
10229137;3-Wenytylator;31.12.9999;PLPA
10229138;3-Klejarka;31.12.9999;PLPA
10229139;3-Wenytylator;31.12.9999;PLPA
10229140;3-Klejarka;31.12.9999;PLPA
10229141;3-Pompa próżniowa;31.12.9999;PLPA
10229142;3-Pompa próżniowa;31.12.9999;PLPA
10229143;3-Pompa próżniowa;31.12.9999;PLPA
10229144;3-Pompa próżniowa;31.12.9999;PLPA
10229145;3-Pompa próżniowa;31.12.9999;PLPA
10229146;3-Pompa próżniowa;31.12.9999;PLPA
10229617;1- Centralne smarowanie łańcucha;31.12.9999;PLPA
10229639;1-Trans. sandwick skośny za walcami;31.12.9999;PLPA
10229640;1-Trans. Plastem 1 PCV;31.12.9999;PLPA
10229641;1-Trans. Plastem 2 PCV;31.12.9999;PLPA
10229642;1-Trans. sandwick nad plastyfikatorami;31.12.9999;PLPA
10229643;1-Transporter rozdzielający moduły.;31.12.9999;PLPA
10229644;1-Transportery wprowadzające do piłek.;31.12.9999;PLPA
10229839;1-Pompa próżniowa;31.12.9999;PLPA
10229885;1-Zespół pakowarek zbior. Livetech;31.12.9999;PLPA
10229886;2-Pakowarka Nr.1;31.12.9999;PLPA
10229887;2-Pakowarka Nr.2;31.12.9999;PLPA
10229889;1-Myjka form RAFFAELLO/TABLETS;31.12.9999;PLPA
10229890;1-Myjka form;31.12.9999;PLPA
10229906;Cartoner  Vimco 2;31.12.9999;PLPA
10229907;JBF machine 12;31.12.9999;PLPA
10229908;Glowica klejąca;31.12.9999;PLPA
10229938;Conveyor with driver;31.12.9999;PLPA
10229939;1-Applicator glue  Robatech CONCEPT B8/4;31.12.9999;PLPA
10230008;2-Widły układnicy;31.12.9999;PLPA
10230009;2-Widły układnicy;31.12.9999;PLPA
10230010;2-Widły układnicy;31.12.9999;PLPA
10230011;2-Widły układnicy;31.12.9999;PLPA
10230012;2-Widły układnicy;31.12.9999;PLPA
10230013;2-Widły układnicy;31.12.9999;PLPA
10230014;2-Widły układnicy;31.12.9999;PLPA
10230015;2-Widły układnicy;31.12.9999;PLPA
10230188;2-Zespół szaf elektrycznych;31.12.9999;PLPA
10230195;2-Zespół transporterów ze spiralami;31.12.9999;PLPA
10230196;2-Zespół transporterów ze spiralami;31.12.9999;PLPA
10230197;2-Waga przepływowa(kontrolna);31.12.9999;PLPA
10230198;2-Waga przepływowa(kontrolna);31.12.9999;PLPA
10230324;1-Rentgen;31.12.9999;PLPA
10230325;1-Rentgen;31.12.9999;PLPA
10230417;1-Układnica nr.1;31.12.9999;PLPA
10230423;2-Pompa membranowa DH50;31.12.9999;PLPA
10230424;2-Pompa membranowa DH25;31.12.9999;PLPA
10230430;2-Temperówka polewy;31.12.9999;PLPA
10230431;2-Pompa polewy.;31.12.9999;PLPA
10230682;1- Kartoniarka Formująca BOX Nr. 1;31.12.9999;PLPA
10230683;1- Kartoniarka Formująca BOX Nr. 2;31.12.9999;PLPA
10230684;1- Robot pakujący w BOXY. LIVETECH;31.12.9999;PLPA
10230685;1- Waga przepływowa. ISHIDA;31.12.9999;PLPA
10230686;1- Rentgen. AICON X-RAY;31.12.9999;PLPA
10230687;1- Spirala Nr. 1;31.12.9999;PLPA
10230688;1- Zespół transporterów FLEXLINK;31.12.9999;PLPA
10230689;1- Spirala Nr. 2;31.12.9999;PLPA
10230690;1- Robot zbiorczy. MASPE;31.12.9999;PLPA
10230691;1- Waga przepływowa. METTLER TOLLEDO;31.12.9999;PLPA
10230692;1- Drukarka + podajnik STICKERA;31.12.9999;PLPA
10230693;1- Zespół podawa kleju antypoślizgowego;31.12.9999;PLPA
10230694;1- Spirala Nr.3;31.12.9999;PLPA
10230695;2- Transporter wejściowy;31.12.9999;PLPA
10230696;2- Łańcuch dynamiczny;31.12.9999;PLPA
10230697;2- Magazynek displaya- kartoniarka;31.12.9999;PLPA
10230698;2- Robot Nr.1 Robot pobierający BOXY;31.12.9999;PLPA
10230699;2- Robot Nr.2 Robot przekładający BOXY;31.12.9999;PLPA
10230700;2- Robot Nr.3 Robot pakujący w displaya;31.12.9999;PLPA
10230701;2- Robot Covera;31.12.9999;PLPA
10230702;2- Zespół podawania kleju;31.12.9999;PLPA
10230703;2- Transporter wyściowy;31.12.9999;PLPA
10231428;4 - Głowica robota;31.12.9999;PLPA
10231431;4 - Głowica robota;31.12.9999;PLPA
10231441;2-Drukarka;31.12.9999;PLPA
10231652;1-Pro-system - Elektr. kontrola wag 1;31.12.9999;PLPA
10231653;1-Pro-system - Elektr. kontrola wag 2;31.12.9999;PLPA
10232385;1-Konstrukcja systemu monorail;31.12.9999;PLPA
10232392;2-Głowica;31.12.9999;PLPA
10232519;1-KP1 - ULS 5000;31.12.9999;PLPA
10232520;1-KP2 - VITOMAX 200HS;31.12.9999;PLPA
10232521;1-KP3 - ULS 8000;31.12.9999;PLPA
10232522;1-KP4 - TECHNOTERM;31.12.9999;PLPA
10232523;1-ZBIORNIK KONDENSATU NR1;31.12.9999;PLPA
10232524;1-HOT WATER RING;31.12.9999;PLPA
10232525;1-STACJA UZDATNIANIA  WODY;31.12.9999;PLPA
10232526;1-KOLEKTOR 22 BARY;31.12.9999;PLPA
10232527;1-KOLEKTOR 6 BAR;31.12.9999;PLPA
10232528;1-KOLEKTOR 9 BAR;31.12.9999;PLPA
10232529;1-KP5 - ULS  4000;31.12.9999;PLPA
10232530;1-KP6 - ULS  4000;31.12.9999;PLPA
10232531;1-ODGAZOWYWACZ TERMICZNY;31.12.9999;PLPA
10232532;1-ZBIORNIK KONDENSATU;31.12.9999;PLPA
10232533;1-STACJA UZDATNIANIA WODY;31.12.9999;PLPA
10232534;1-KOLEKTOR 22 BARY;31.12.9999;PLPA
10232628;2-Myjka ciśnieniowa;31.12.9999;PLPA
10232690;2-Pompa wody zasilającej nr 1;31.12.9999;PLPA
10232691;2-Pompa wody zasilającej nr 2;31.12.9999;PLPA
10232692;2-Pompa wody zasilającej nr 1;31.12.9999;PLPA
10232693;2-Pompa wody zasilającej nr 2;31.12.9999;PLPA
10232694;2-Pompa wody zasilającej nr 1;31.12.9999;PLPA
10232695;2-Pompa wody zasilającej nr 2;31.12.9999;PLPA
10232696;2-ODGAZOWYWACZ TERMICZNY KP3;31.12.9999;PLPA
10232697;2-Pompa wody zasilającej nr 1;31.12.9999;PLPA
10232698;2-Pompa wody zasilającej nr 2;31.12.9999;PLPA
10232699;2-ZBIORNIK KONDENSATU KP4;31.12.9999;PLPA
10232700;2-KOCIOŁ WODNY ECO 112;31.12.9999;PLPA
10232701;2-POMPA ZASILAJCA D106 A;31.12.9999;PLPA
10232702;2-POMPA ZASILAJCA D106 B;31.12.9999;PLPA
10232703;2-POMPA ZASILAJCA D106 C;31.12.9999;PLPA
10232704;2-POMPA ZASILAJCA D106 D;31.12.9999;PLPA
10232705;2-STACJA ZMIĘKCZAJĄCA;31.12.9999;PLPA
10232706;2-STACJA RO;31.12.9999;PLPA
10232707;2-ZBIORNIK RO;31.12.9999;PLPA
10232708;2-POMPY RO;31.12.9999;PLPA
10232709;2-PWZ 1;31.12.9999;PLPA
10232710;2-PWZ 2;31.12.9999;PLPA
10232711;2-PWZ 1;31.12.9999;PLPA
10232712;2-PWZ 2;31.12.9999;PLPA
10232713;2-STACJA ZMIĘKCZAJĄCA;31.12.9999;PLPA
10232714;2-STACJA RO;31.12.9999;PLPA
10232715;2-ZBIORNIK  WODY RO;31.12.9999;PLPA
10232716;2-POMPY RO;31.12.9999;PLPA
10232717;1-SILNIK JENBACHER;31.12.9999;PLPA
10232718;1-TURBINA MERCURY;31.12.9999;PLPA
10232719;1-KOMPRESOR GAZU;31.12.9999;PLPA
10232724;1 - Zespół urzadzeń pakow. Wrap-Around;31.12.9999;PLPA
10232725;2 - Zespół transporterów FlexLink;31.12.9999;PLPA
10232726;2 - Spirala wejściowa;31.12.9999;PLPA
10232727;2 - Kartoniarka Wrap-Around;31.12.9999;PLPA
10232728;2 - Klejarka Robatech;31.12.9999;PLPA
10232729;2 - Drukarka;31.12.9999;PLPA
10232730;2 - Waga kontrolna;31.12.9999;PLPA
10232731;2 - Szafa sterownicza;31.12.9999;PLPA
10232732;1-Zespół urządz. odsys. odpadu wafla;31.12.9999;PLPA
10232775;1-Magazyn palet Palomat;31.12.9999;PLPA
10232860;1-Wałki zgarniające czekoladę;31.12.9999;PLPA
10232861;1-Obracacze form z czekoladą;31.12.9999;PLPA
10232862;1-Obracacze form z kremem;31.12.9999;PLPA
10232863;1-Wałki zgarniające krem;31.12.9999;PLPA
10232901;2-Wypychacz przed chłodnią;31.12.9999;PLPA
10232902;2-Wypychacz za chłodnią;31.12.9999;PLPA
10232922;2-Transporter nadzienia 3;31.12.9999;PLPA
10232924;1-ODGAZOWYWACZ TERMICZNY NR1;31.12.9999;PLPA
10232956;3-Matryca nr 0;31.12.9999;PLPA
10233082;2-Zbiornik powietrza;31.12.9999;PLPA
10233083;2-Kompresor INGERSOLL RAND RAVEN 225 NR1;31.12.9999;PLPA
10233084;2-Kompresor INGERSOLL RAND RAVEN 225 NR2;31.12.9999;PLPA
10233085;2-Osuszacz INGERSOLL RAND;31.12.9999;PLPA
10233086;2-Osuszacz INGERSOLL RAND;31.12.9999;PLPA
10233087;2-Zbiornik powietrza 10000 L;31.12.9999;PLPA
10233088;2-Kompresor ATLAS COPCO;31.12.9999;PLPA
10233089;2-Kompresor INGERSOLL RAND  R 160;31.12.9999;PLPA
10233090;2-Osuszacz ATLAS COPCO;31.12.9999;PLPA
10233150;3-Filtr powietrza;31.12.9999;PLPA
10233151;3-Filtr powietrza;31.12.9999;PLPA
10233153;2-Rozdzielnica;31.12.9999;PLPA
10233193;2-Pompa próżniowa Becker RV2;31.12.9999;PLPA
10233194;2-Pompa próżniowa Becker RV2;31.12.9999;PLPA
10233284;1-Instalacja podciśnienia;31.12.9999;PLPA
10233285;2-Pompa próżniowa MM 1502 AV-3szt.;31.12.9999;PLPA
10233322;2-Zespół transporterów FlexLink;31.12.9999;PLPA
10233323;2-Przen. rolk. ze stoł. kompletacyjnym;31.12.9999;PLPA
10233324;3-Głowica manipulatora;31.12.9999;PLPA
10233325;2-Ukł.u przygotowania przekładek UPPP-05;31.12.9999;PLPA
10233326;2- Zespół przenośników łańcuchowy;31.12.9999;PLPA
10233327;2-Unoszenie UNO;31.12.9999;PLPA
10233428;2-Stół wibracyjny;31.12.9999;PLPA
10236897;1-AHU1 - BUENO 1;31.12.9999;PLPA
10236898;1-AHU2 - BUENO 2;31.12.9999;PLPA
10236899;1-AHU3 - KS;31.12.9999;PLPA
10236900;1-AHU4 - RAFFAELLO;31.12.9999;PLPA
10236901;1-AHU5 - KBW;31.12.9999;PLPA
10236902;1-RTAC 375 EKM6318;31.12.9999;PLPA
10236903;1-RTAC 375 EKM5850;31.12.9999;PLPA
10236904;1-RTAC 375 EKM5849;31.12.9999;PLPA
10236905;1-RTHD E3G3 EKN9141;31.12.9999;PLPA
10236914;1-KOMORA 1;31.12.9999;PLPA
10236915;1-KOMORA 2;31.12.9999;PLPA
10236916;1-KOMORA 3;31.12.9999;PLPA
10236917;1-KOMORA 4;31.12.9999;PLPA
10236918;2-RTAC 170 EKM5848;31.12.9999;PLPA
10236919;2-AHU TRANE 1;31.12.9999;PLPA
10236920;2-CENTRALA TRANE 2;31.12.9999;PLPA
10236921;2-AHU VBW 1;31.12.9999;PLPA
10236922;2-AHU VBW 2;31.12.9999;PLPA
10236957;2-YORK YLAA517;31.12.9999;PLPA
10236958;2-YORK YLAA517;31.12.9999;PLPA
10236959;2-AHU WIESSNER 1;31.12.9999;PLPA
10236960;2-AHU WIESSNER 2;31.12.9999;PLPA
10236961;2-CARRIER 30GX-152;31.12.9999;PLPA
10236962;2-CARRIER 30GX-182;31.12.9999;PLPA
10236963;2-AHU WIESSNER 1;31.12.9999;PLPA
10236964;2-AHU WIESSNER 2;31.12.9999;PLPA
10236965;2-CARRIER 30GX-182;31.12.9999;PLPA
10236966;2-CARRIER 30GX-182;31.12.9999;PLPA
10236967;1-CARRIER 30GX-182;31.12.9999;PLPA
10236968;1-CHŁODNICE GEA;31.12.9999;PLPA
10236969;1-AHU1 AIRINOTEC;31.12.9999;PLPA
10236970;1-AHU2 WEISSNER (DUŻY);31.12.9999;PLPA
10236971;1-AHU3 WEISSNER (MAŁY);31.12.9999;PLPA
10236972;1-AHU YORK VBW - PREPARACJA 2;31.12.9999;PLPA
10236974;1-RTAC 375 EKN4420;31.12.9999;PLPA
10236975;1-RTAC 375 EKN4421;31.12.9999;PLPA
10236976;1-RTAC 375 EKN4422;31.12.9999;PLPA
10236977;1-AHU1 - KJ;31.12.9999;PLPA
10236978;1-AHU2 - KJ;31.12.9999;PLPA
10236979;1-AHU3 - NUTELLA;31.12.9999;PLPA
10236980;1-AHU4 - KB3;31.12.9999;PLPA
10236981;1-RTHD E3 EKP3992;31.12.9999;PLPA
10236982;1-RTHD E3 EKP3993;31.12.9999;PLPA
10236983;1-RTHD E3 EKP3994;31.12.9999;PLPA
10236984;1-RTHD E3 EKP3995;31.12.9999;PLPA
10236985;1-RTHD E3 EKP3996;31.12.9999;PLPA
10236986;1-AHU CARRIER (PLASTIKI);31.12.9999;PLPA
10236987;1-CARRIER 30RB0262 (PLASTIKI);31.12.9999;PLPA
10236988;1-RTHD 425XE  EKX3798;31.12.9999;PLPA
10236989;1-RTHD 425XE  EKX3799;31.12.9999;PLPA
10236990;1-RTHD 425XE  EKX3800;31.12.9999;PLPA
10236991;1-RTHD 425XE  EKX3801;31.12.9999;PLPA
10236992;1-RTHD 425XE  EKX3802;31.12.9999;PLPA
10236993;1-RTHD 425XE  EKX3803;31.12.9999;PLPA
10236994;1-RTHD 425XE  EKX3804;31.12.9999;PLPA
