Urządzenie;Oznaczenie;Ważne do;Zakład planow.
10115814;1-Linia pakowania GFR 1;31.12.9999;PLPA
10115815;1-Linia pakowania GFR 2;31.12.9999;PLPA
10115816;1-Linia pakowania GFR 3;31.12.9999;PLPA
10115817;2-Maszyna pakująca GFR 1;31.12.9999;PLPA
10115818;2-Maszyna pakująca GFR 2;31.12.9999;PLPA
10115819;2-Maszyna pakująca GFR 3;31.12.9999;PLPA
10115820;2-Owijarka 5;31.12.9999;PLPA
10115821;2-Drukarka;31.12.9999;PLPA
10115822;3-Etykieciarka ETIPACK pod pirotino;31.12.9999;PLPA
10115823;2-Transportery modułowe;31.12.9999;PLPA
10115824;2-Etykieciarka 1 ETIPACK pod kokardę;31.12.9999;PLPA
10115825;2-Owijarka 6;31.12.9999;PLPA
10115826;2-Drukarka;31.12.9999;PLPA
10115827;3-Etykieciarka ETIPACK pod pirotino;31.12.9999;PLPA
10115828;2-Transportery modułowe;31.12.9999;PLPA
10115829;2-Etykieciarka 2 ETIPACK pod kokardę;31.12.9999;PLPA
10115830;2-Owijarka 7;31.12.9999;PLPA
10115831;2-Drukarka;31.12.9999;PLPA
10115832;3-Etykieciarka ETIPACK pod pirotino;31.12.9999;PLPA
10115833;2-Spirala;31.12.9999;PLPA
10115834;2-Etykieciarka 3 ETIPACK pod kokardę;31.12.9999;PLPA
10115835;2-Maszyna do kokard Nr.6;31.12.9999;PLPA
10115836;2-Maszyna łącząca kokarda+etykieta Nr.6;31.12.9999;PLPA
10115837;2-Maszyna łącząca kokarda+etykieta Nr.7;31.12.9999;PLPA
10115839;2-Maszyna do kokard Nr.7;31.12.9999;PLPA
10115840;2-Maszyna do kokard Nr.8;31.12.9999;PLPA
10115841;2-Maszyna łącząca kokarda+etykieta Nr.8;31.12.9999;PLPA
10115842;2-Maszyna do kokard Nr.9;31.12.9999;PLPA
10115843;2-Maszyna łącząca kokarda+etykieta Nr.9;31.12.9999;PLPA
10115859;3-Wieża układa.jajka po wycięciu w forem;31.12.9999;PLPA
10115860;3-Wieża układa.jajka po wycięciu w forem;31.12.9999;PLPA
10115861;3-Wieża układa.jajka po wycięciu w forem;31.12.9999;PLPA
10115862;3-Wieża układa.jajka po wycięciu w forem;31.12.9999;PLPA
10115863;3-Wieża układa.jajka po wycięciu w forem;31.12.9999;PLPA
10115864;3-Wieża układa.jajka po wycięciu w forem;31.12.9999;PLPA
10116307;3-Transporter modułowy fundella 2;31.12.9999;PLPA
10116308;3-Transporter modułowy fundella 1;31.12.9999;PLPA
10116309;3-Transporter modułowy fundella 3;31.12.9999;PLPA
10116310;3-Transporter modułowy fundella 4;31.12.9999;PLPA
10116311;3-Transporter modułowy fundella 5;31.12.9999;PLPA
10116312;3-Magazynek fundello;31.12.9999;PLPA
10116316;2-Transporter płytkowy nr 1;31.12.9999;PLPA
10116327;2-Transporter płytkowy nr 2;31.12.9999;PLPA
10116329;2-Transporter płytkowy nr 3;31.12.9999;PLPA
10116330;2-Transporter płytkowy nr 4;31.12.9999;PLPA
10116331;2-Transporter płytkowy nr 5;31.12.9999;PLPA
10116332;2-Transporter płytkowy nr 6;31.12.9999;PLPA
10116333;2-Transporter płytkowy nr 1;31.12.9999;PLPA
10116334;3-Transporter modułowy fundella 1;31.12.9999;PLPA
10116335;2-Transporter płytkowy nr 2;31.12.9999;PLPA
10116336;2-Transporter płytkowy nr 3;31.12.9999;PLPA
10116337;3-Transporter modułowy fundella 3;31.12.9999;PLPA
10116338;3-Transporter modułowy fundella 2;31.12.9999;PLPA
10116339;2-Transporter płytkowy nr 4;31.12.9999;PLPA
10116340;3-Transporter modułowy fundella;31.12.9999;PLPA
10116341;2-Transporter płytkowy nr 5;31.12.9999;PLPA
10116342;3-Transporter modułowy fundella;31.12.9999;PLPA
10116343;2-Transporter płytkowy nr 6;31.12.9999;PLPA
10116344;3-Transporter modułowy fundella;31.12.9999;PLPA
10116361;1-Osprzęt elektryczny linii;31.12.9999;PLPA
10116362;2-Szafa sterownicza modelatora;31.12.9999;PLPA
10116363;2-Szafa sterownicza pastreryzatory;31.12.9999;PLPA
10116364;2-Szafa sterownicza tr.kubełkowy;31.12.9999;PLPA
10116365;1-Osprzęt elektryczny linii;31.12.9999;PLPA
10116366;2-Szafa sterownicza modelatora;31.12.9999;PLPA
10116367;2-Szafa sterownicza modelatora;31.12.9999;PLPA
10116368;2-Szafa sterownicza pastreryzatory;31.12.9999;PLPA
10116369;2-Szafa sterownicza transport kubełki;31.12.9999;PLPA
10116370;3-Odkurzacz drukarki;31.12.9999;PLPA
10116371;3-Odkurzacz drukarki;31.12.9999;PLPA
10116372;3-Odkurzacz drukarki;31.12.9999;PLPA
10116373;3-Odkurzacz drukarki;31.12.9999;PLPA
10116374;3-Odkurzacz drukarki;31.12.9999;PLPA
10116375;3-Odkurzacz drukarki;31.12.9999;PLPA
10116376;3-Odkurzacz drukarki;31.12.9999;PLPA
10116377;3-Odkurzacz drukarki;31.12.9999;PLPA
10116378;3-Odkurzacz drukarki;31.12.9999;PLPA
10116381;dsgfsdf;31.12.9999;PLPA
10116392;2-Rendgen;31.12.9999;PLPA
10116393;2-Rendgen;31.12.9999;PLPA
10116394;1-Linia pakowania T1 - 4;31.12.9999;PLPA
10116395;2-Przekładacz pralin;31.12.9999;PLPA
10116396;2-Transporter taśmowy;31.12.9999;PLPA
10116397;2-Metaldetektor;31.12.9999;PLPA
10116398;1-Linia pakowania T1 - 5;31.12.9999;PLPA
10116399;2-Przekładacz pralin;31.12.9999;PLPA
10116400;2-Pakowarka pozioma 5;31.12.9999;PLPA
10116401;1-Linia pakowania T1 - 6;31.12.9999;PLPA
10116402;2-Przekładacz pralin;31.12.9999;PLPA
10116403;1-Linia pakowania T1 - 7;31.12.9999;PLPA
10116404;2-Przekładacz pralin;31.12.9999;PLPA
10116405;2-Transporter taśmowy;31.12.9999;PLPA
10116406;2-Transporter taśmowy;31.12.9999;PLPA
10116409;1-Kartoniarka T23;31.12.9999;PLPA
10116410;1-Waga wielogłowicowa;31.12.9999;PLPA
10116411;1-Transporter zasypu manualnego;31.12.9999;PLPA
10116412;1-Linia pakowania wieloformat. T15/T23;31.12.9999;PLPA
10116413;2-Zespół transporterów od Kartoniarki;31.12.9999;PLPA
10116414;2-Zespół zamykania kartonu;31.12.9999;PLPA
10116415;2-Zespół klejenia kartonu;31.12.9999;PLPA
10116416;3-Klejarka;31.12.9999;PLPA
10116417;1-Waga przepływowa;31.12.9999;PLPA
10116418;1-Drukarka laserowa;31.12.9999;PLPA
10116419;2-Odkurzacz;31.12.9999;PLPA
10116420;1-Przekładacz produktu;31.12.9999;PLPA
10116421;1-Transporter pionowy;31.12.9999;PLPA
10116422;1-Zespół transporterów do Czapkarki;31.12.9999;PLPA
10116423;1-Szafa sterownicza linii;31.12.9999;PLPA
10116424;1-Osprzęt mechaniczny linii;31.12.9999;PLPA
10116425;2-Matryca wykrawająca 920304;31.12.9999;PLPA
10116426;2-Matryca wykrawająca 920170;31.12.9999;PLPA
10116427;2-Odkurzacz;31.12.9999;PLPA
10116428;1-Osprzęt mechaniczny linii;31.12.9999;PLPA
10116429;2-Matryca wycinająca;31.12.9999;PLPA
10116430;2-Sonotroda;31.12.9999;PLPA
10116431;2-Generator;31.12.9999;PLPA
10116432;1-Osprzęt elektryczny linii;31.12.9999;PLPA
10116433;1-Osprzęt mechaniczny linii;31.12.9999;PLPA
10116434;2-Szafa sterownicza modelatora;31.12.9999;PLPA
10116435;2-Szafa sterownicza pasteryzatory;31.12.9999;PLPA
10116436;2-Szafa sterownicza transport;31.12.9999;PLPA
10116437;2-Matryca wykrawająca 920304;31.12.9999;PLPA
10116438;2-Matryca wykrawająca 046090082;31.12.9999;PLPA
10116439;2-Odkurzacz;31.12.9999;PLPA
10116440;1-Osprzęt mechaniczny linii;31.12.9999;PLPA
10116441;2-Matryca wycinająca;31.12.9999;PLPA
10116442;2-Sonotroda;31.12.9999;PLPA
10116443;2-Generator;31.12.9999;PLPA
10116444;1-Kartoniarka;31.12.9999;PLPA
10116445;1-Kartoniarka;31.12.9999;PLPA
10116446;1-Transporter głowny pod wage nasypową;31.12.9999;PLPA
10116451;1-Kartoniarka;31.12.9999;PLPA
10116452;1-Waga wielogłowicowa;31.12.9999;PLPA
10116453;1-Waga przepływowa(kontrolna);31.12.9999;PLPA
10116454;1-Zespół maszyn do kokard;31.12.9999;PLPA
10116455;2-Maszyna do kokard nr 1;31.12.9999;PLPA
10116456;2-Maszyna do kokard nr 2;31.12.9999;PLPA
10116457;1-Zespół banderolowania;31.12.9999;PLPA
10116458;2-Linia pakowania Cubo nr 1;31.12.9999;PLPA
10116459;3-Maszyna banderolująca nr 1.1;31.12.9999;PLPA
10116460;3-Maszyna banderolująca nr 1.2;31.12.9999;PLPA
10116461;2-Linia pakowania Cubo nr 2;31.12.9999;PLPA
10116462;3-Maszyna banderolująca nr 2.1;31.12.9999;PLPA
10116463;3-Maszyna banderolująca nr 2.2;31.12.9999;PLPA
10116464;1-Topielnik kleju;31.12.9999;PLPA
10116465;1-Drukarka atramentowa;31.12.9999;PLPA
10116466;1-Linia pakowania Piatta;31.12.9999;PLPA
10116467;2-Transporter z zabierakami;31.12.9999;PLPA
10116468;2-Etykieciarka;31.12.9999;PLPA
10116469;2-Etykieciarka;31.12.9999;PLPA
10116470;2-Drukarka;31.12.9999;PLPA
10116471;2-Transporter modułowy;31.12.9999;PLPA
10116472;2-Drukarka;31.12.9999;PLPA
10116473;2-Siat;31.12.9999;PLPA
10116474;1-Szafa sterownicza linii;31.12.9999;PLPA
10116475;1-Archiwum(nie logować);31.12.9999;PLPA
10116476;1-Zespół transporterów od Kartoniarki;31.12.9999;PLPA
10116477;1-Waga wielogłowicowa;31.12.9999;PLPA
10116478;1-Waga przepływowa(kontrolna);31.12.9999;PLPA
10116479;1-Transporter zasypu manualnego;31.12.9999;PLPA
10116480;1-Linia pakowania wieloformatowego;31.12.9999;PLPA
10116481;1-Linia pakowania Piatta/Latta T24/T26;31.12.9999;PLPA
10116482;1-Linia pakowania T27;31.12.9999;PLPA
10116483;1-Szafa sterownicza linii;31.12.9999;PLPA
10116486;2-Transporter modułowy z zabierakami;31.12.9999;PLPA
10116487;2-Etykieciarka;31.12.9999;PLPA
10116488;2-Etykieciarka;31.12.9999;PLPA
10116489;2-Etykieciarka;31.12.9999;PLPA
10116490;2-Siat;31.12.9999;PLPA
10116491;2-Transporter modułowy;31.12.9999;PLPA
10116492;2-Klejarka;31.12.9999;PLPA
10116493;2-Zaklejarka do kartonów;31.12.9999;PLPA
10116494;1-Transporter za Wagą przepływową;31.12.9999;PLPA
10116495;2-System zamykania kartonu;31.12.9999;PLPA
10116496;1-Linia pakowania Borsa T16;31.12.9999;PLPA
10116497;2-Zespół podziału na tras. z zabierakami;31.12.9999;PLPA
10116498;2-Klejarka;31.12.9999;PLPA
10116499;2-Przekładacz;31.12.9999;PLPA
10116500;2-Drukarka;31.12.9999;PLPA
10116504;3-Matryca nr 41;31.12.9999;PLPA
10116505;3-Matryca nr 38;31.12.9999;PLPA
10116506;3-Matryca nr 42;31.12.9999;PLPA
10116507;3-Matryca nr 44;31.12.9999;PLPA
10116508;3-Generator nr 70453;31.12.9999;PLPA
10116509;3-Generator nr 5568AAI;31.12.9999;PLPA
10116510;3-Generator nr GM10367;31.12.9999;PLPA
10116511;3-Generator nr GU00517;31.12.9999;PLPA
10116512;3-Matryca nr 50P;31.12.9999;PLPA
10116513;3-Generator nr 70464;31.12.9999;PLPA
10116514;3-Generator nr GU01582;31.12.9999;PLPA
10116515;3-Generator nr 70484;31.12.9999;PLPA
10116516;3-Generator nr GU01607;31.12.9999;PLPA
10116517;3-Generator nr GM10326;31.12.9999;PLPA
10116526;3-Generator nr GU01815;31.12.9999;PLPA
10116527;3-Generator nr GU01813;31.12.9999;PLPA
10116528;3-Generator nr GU00294;31.12.9999;PLPA
10116529;3-Generator nr 70458;31.12.9999;PLPA
10116530;3-Generator nr GU01818;31.12.9999;PLPA
10116548;3-Wibrator taśmy głównej 1;31.12.9999;PLPA
10116549;3-Wibrator taśmy głównej 2;31.12.9999;PLPA
10116556;1-Waga wielogłowicowa;31.12.9999;PLPA
10116557;1-Foliarka pionowa;31.12.9999;PLPA
10116558;1-Linia pakowania T-285;31.12.9999;PLPA
10116559;2-Szafa sterownicza;31.12.9999;PLPA
10116560;2-Urządzenie dzielące;31.12.9999;PLPA
10116561;1-Maszyna formująca kartony;31.12.9999;PLPA
10116562;2-Transporter za maszyną formującą;31.12.9999;PLPA
10116563;1-Drukarka SMARTDATE 3c;31.12.9999;PLPA
10116564;1-Zaklejacz kartonów;31.12.9999;PLPA
10116565;2-Transporter  za foliarką;31.12.9999;PLPA
10116566;1-Drukarka;31.12.9999;PLPA
10116567;1-Piec mimi;31.12.9999;PLPA
10116568;1-Linia ważąco-pakujaca T-15 -3;31.12.9999;PLPA
10116570;2-Zespół transporterów modułowych;31.12.9999;PLPA
10116571;3-Transporter modułowy;31.12.9999;PLPA
10116572;3-Transporter modułowy;31.12.9999;PLPA
10116574;2-Zespół zamykania kartonika;31.12.9999;PLPA
10116575;2-Zespół drukowania laserem;31.12.9999;PLPA
10116576;2-Zespół transporterów modułowych;31.12.9999;PLPA
10116582;1-Zespół transporterów z linii 1-2;31.12.9999;PLPA
10116583;1-Zespół transporterów z linii 3-4;31.12.9999;PLPA
10116584;1-Szafa sterownicza;31.12.9999;PLPA
10116586;3-Transporter modułowy;31.12.9999;PLPA
10116587;2-Zespół transporterów modułowych;31.12.9999;PLPA
10116588;1-Transporter pionowy wyj. linia 1-2;31.12.9999;PLPA
10116590;1-Transporter pionowy linii 3-4;31.12.9999;PLPA
10116591;2-Klejarka;31.12.9999;PLPA
10116592;1-Zespół transporterów modułowych palety;31.12.9999;PLPA
10116593;1-Linia ważąco-pakujaca T-15 -2   005814;31.12.9999;PLPA
10116594;1-Linia ważąco-pakujaca T-15 -1;31.12.9999;PLPA
10116595;1-Linia ważąco-pakujaca T-15 -4;31.12.9999;PLPA
10116619;3-Matryca nr 49;31.12.9999;PLPA
10116620;3-Matryca nr 36;31.12.9999;PLPA
10116621;3-Matryca nr 45;31.12.9999;PLPA
10116622;3-Matryca nr 46;31.12.9999;PLPA
10116623;3-Matryca nr 35;31.12.9999;PLPA
10116638;2-Zespół transporterów modułowych;31.12.9999;PLPA
10116639;3-Transporter modułowy;31.12.9999;PLPA
10116640;3-Transporter modułowy;31.12.9999;PLPA
10116641;2-Zespół zamykania kartonika;31.12.9999;PLPA
10116642;2-Kartoniarka K2;31.12.9999;PLPA
10116643;2-Zespół drukowania laserem;31.12.9999;PLPA
10116644;2-Zespół transporterów modułowych;31.12.9999;PLPA
10116645;3-Transporter modułowy;31.12.9999;PLPA
10116646;3-Transporter modułowy;31.12.9999;PLPA
10116647;2-Szafa sterownicza do wagi nasypowej;31.12.9999;PLPA
10116648;2-Zespół zamykania kartonika;31.12.9999;PLPA
10116649;2-Zespół klejenia kartonika;31.12.9999;PLPA
10116693;2-Zespół transporterów modułowych;31.12.9999;PLPA
10116694;3-Transporter modułowy;31.12.9999;PLPA
10116695;2-Zespół transporterów modułowych;31.12.9999;PLPA
10116703;1-Archiwum nie logować;31.12.9999;PLPA
10116706;2-Kartoniarka K7;31.12.9999;PLPA
10116707;2-Kartoniarka K8;31.12.9999;PLPA
10116708;2-Szafa sterownicza do wagi nasypowej;31.12.9999;PLPA
10116709;2-Linia pakowania wielofor. T15/T23;31.12.9999;PLPA
10116710;2-Zespół klejenia kartonika;31.12.9999;PLPA
10116711;3-Klejarka;31.12.9999;PLPA
10116712;3-Zespół drukowania laserem;31.12.9999;PLPA
10116713;2-Przekładacz produktu;31.12.9999;PLPA
10116714;2-Transporter pionowy;31.12.9999;PLPA
10116715;3-Odkurzacz drukarki;31.12.9999;PLPA
10116729;3-Instalacja podciśnienia przekładacza;31.12.9999;PLPA
10116730;4-Odkurzacz;31.12.9999;PLPA
10116732;3-Urządzenia transportu podciśnienia;31.12.9999;PLPA
10116733;4-Odkurzacz;31.12.9999;PLPA
10116750;1-Instalacja technologiczna kremu;31.12.9999;PLPA
10116779;2-Spirala S2;31.12.9999;PLPA
10116780;2-Spirala S3;31.12.9999;PLPA
10116792;3-Szafa sterownicza centrali;31.12.9999;PLPA
10116793;2-Transporter taśmowy metaldetektora;31.12.9999;PLPA
10116794;2-Transporter taśmowy metaldetektora;31.12.9999;PLPA
10116795;2-Transporter taśmowy metaldetektora;31.12.9999;PLPA
10116814;1-Rendgen;31.12.9999;PLPA
10116824;2-Szafa sterownicza;31.12.9999;PLPA
10116825;2-Szafa sterownicza;31.12.9999;PLPA
10116826;2-Szafa sterownicza;31.12.9999;PLPA
10116827;2-Szafa sterownicza;31.12.9999;PLPA
10116828;2-Szafa sterownicza;31.12.9999;PLPA
10116829;2-Szafa sterownicza;31.12.9999;PLPA
10116830;1-Maszyna pakująca Ermetico 2     003231;31.12.9999;PLPA
10116831;1-Maszyna pakująca Ermetico 3     003775;31.12.9999;PLPA
10116849;2-Transporter pionowy;31.12.9999;PLPA
10116850;2-Transporter pionowy 1;31.12.9999;PLPA
10116851;2-Transporter pionowy 2;31.12.9999;PLPA
10116852;2-Transporter pionowy 3;31.12.9999;PLPA
10116853;2-Transporter pionowy 4;31.12.9999;PLPA
10116854;2-Transporter pionowy 5;31.12.9999;PLPA
10116855;2-Transporter pionowy 6;31.12.9999;PLPA
10116856;2-Transporter wejsciowy spirala;31.12.9999;PLPA
10116857;2-Kartoniarka K2 T-24/32/48;31.12.9999;PLPA
10116858;2-Transporter wyjsciowy;31.12.9999;PLPA
10116859;2-Klejarka;31.12.9999;PLPA
10116860;2-Klejarka;31.12.9999;PLPA
10116863;2-Kontrola markerów;31.12.9999;PLPA
10116864;2-Kontrola markerów;31.12.9999;PLPA
10116865;1-Osprzęt elektryczny linii;31.12.9999;PLPA
10116866;2-Szafa sterownicza tran.dozujących;31.12.9999;PLPA
10116867;2-Szafa sterownicza dystrybucji pakietów;31.12.9999;PLPA
10116868;2-Transporter wejściowy spirala;31.12.9999;PLPA
10116869;2-Kartoniarka K1 T24/32/48;31.12.9999;PLPA
10116870;2-Transporter wyjściowy;31.12.9999;PLPA
10116871;2-Klejarka;31.12.9999;PLPA
10116872;2-Transporter wejściowy spirala;31.12.9999;PLPA
10116873;2-Kartoniarka K8 T24/32/48;31.12.9999;PLPA
10116874;2-Transporter wyjściowy spirala;31.12.9999;PLPA
10116875;2-Klejarka;31.12.9999;PLPA
10116876;2-Transporter wejściowy;31.12.9999;PLPA
10116877;2-Kartoniarka K3 T24/32/48;31.12.9999;PLPA
10116878;2-Transporter wyjściowy;31.12.9999;PLPA
10116879;2-Klejarka;31.12.9999;PLPA
10116880;2-Transporter wejściowy spirala;31.12.9999;PLPA
10116881;2-Kartoniarka K6 T24/32;31.12.9999;PLPA
10116883;2-Transporter wyjściowy;31.12.9999;PLPA
10116884;2-Klejarka;31.12.9999;PLPA
10116885;2-Zespół tran.modułowych na palet.nr.1;31.12.9999;PLPA
10116886;2-Zespół tran.modułowych na palet.nr.2;31.12.9999;PLPA
10116887;2-Zespół tran.modułowych na palet.nr.3;31.12.9999;PLPA
10116888;2-Kartoniarka K4 T24/32;31.12.9999;PLPA
10116889;2-Kartoniarka K5 T24/32;31.12.9999;PLPA
10116890;2-Klejarka;31.12.9999;PLPA
10116891;2-Klejarka;31.12.9999;PLPA
10116892;2-Klejarka;31.12.9999;PLPA
10116893;2-Spirala S9;31.12.9999;PLPA
10116894;2-Spirala S10;31.12.9999;PLPA
10116895;2-Klejarka;31.12.9999;PLPA
10116901;2-Klejarka;31.12.9999;PLPA
10116902;2-Klejarka;31.12.9999;PLPA
10116903;2-Transporter z wypychaczem linii 6;31.12.9999;PLPA
10116904;2-Transporter z wypychaczem linii 5;31.12.9999;PLPA
10116905;3-Odkurzacz;31.12.9999;PLPA
10116906;2-Transporter z wypychaczem linii 4;31.12.9999;PLPA
10116907;2-Transporter z wypychaczem linii 3;31.12.9999;PLPA
10116908;2-Transporter z wypychaczem linii 2;31.12.9999;PLPA
10116909;2-Transporter z wypychaczem linii 1;31.12.9999;PLPA
10116911;3-Matryca nr 37;31.12.9999;PLPA
10116912;3-Matryca nr 48;31.12.9999;PLPA
10116955;2-Odkurzacz;31.12.9999;PLPA
10116956;2-Odkurzacz;31.12.9999;PLPA
10116957;2-Transporter taśmowy metaldetektora;31.12.9999;PLPA
10116958;2-Transporter taśmowy metaldetektora;31.12.9999;PLPA
10116959;2-Opasarka/Automat spinający;31.12.9999;PLPA
10116960;2-Kontrola markerów;31.12.9999;PLPA
10116961;2-Sito wibracyjne;31.12.9999;PLPA
10116975;3-Wywrotnica granelli;31.12.9999;PLPA
10116977;1-Zespół transpor.zasilania wafla;31.12.9999;PLPA
10116983;2-Drukarka;31.12.9999;PLPA
10117668;2-Wózek transportu zabawek;31.12.9999;PLPA
10117669;2-Wózek transportu zabawek;31.12.9999;PLPA
10117672;3-Matryca nr 5;31.12.9999;PLPA
10117673;3-Matryca nr 7;31.12.9999;PLPA
10117674;3-Matryca nr 30;31.12.9999;PLPA
10117675;3-Matryca nr 41;31.12.9999;PLPA
10117676;2-Zgrzewarka do worków SCANPACK 1;31.12.9999;PLPA
10117677;2-Zgrzewarka do worków SCANPACK 3;31.12.9999;PLPA
10117681;2-Pompa próżniowa;31.12.9999;PLPA
10117682;4-Pompa próżniowa;31.12.9999;PLPA
10117683;1-Żuraw;31.12.9999;PLPA
10117684;1-Owijarka palet;31.12.9999;PLPA
10117686;4-Pompa próżniowa;31.12.9999;PLPA
10117699;4-Pompa próżniowa;31.12.9999;PLPA
10117826;1-Trans. ślimak za dwuwalcarką;31.12.9999;PLPA
10117827;1-Pompa KSB (CIP);31.12.9999;PLPA
10117879;1 - Zespół trans.wafla 1;31.12.9999;PLPA
10117880;2-Transporter wafla 1.1         002792/1;31.12.9999;PLPA
10117881;2-Transporter wafla 1.2         002792/2;31.12.9999;PLPA
10117882;2-Transporter wafla 1.3         002792/3;31.12.9999;PLPA
10117883;2-Transporter wafla 1.4         002792/4;31.12.9999;PLPA
10117884;2 - Transporter wafla pod piłami 1;31.12.9999;PLPA
10117885;2 - Transporter wafla pod piłami 2;31.12.9999;PLPA
10117886;2 - Moduł tnący 1;31.12.9999;PLPA
10117887;2- Moduł tnący 2;31.12.9999;PLPA
10117888;2- Przekładacz wafla 1            002095;31.12.9999;PLPA
10117889;2- Przekładacz wafla 2;31.12.9999;PLPA
10117890;1 - Transporter główny modelatora;31.12.9999;PLPA
10117891;1 - Wałek czyszczący formy;31.12.9999;PLPA
10117892;1 -Dociskacz muszelek 1;31.12.9999;PLPA
10117893;1 -Nalewarka 1;31.12.9999;PLPA
10117894;1 -Nalewarka 2;31.12.9999;PLPA
10117895;1 -Zespół podawania migdała;31.12.9999;PLPA
10117896;2-Transporter migdała 1.1 005055/1;31.12.9999;PLPA
10117897;2-Transporter migdała 1.2    005055/2;31.12.9999;PLPA
10117898;2-Przekładacz migdała 1.1       005055/3;31.12.9999;PLPA
10117899;2-Przekładacz migdała 1.2       005055/4;31.12.9999;PLPA
10117906;1-Robot uzupełniania migdała      002791;31.12.9999;PLPA
10117907;1-Składacz form 1                 002104;31.12.9999;PLPA
10117908;1-Dociskacz form 1;31.12.9999;PLPA
10117909;1-Wibratory 2                     005068;31.12.9999;PLPA
10117910;1-Zespół chłodniczy 1;31.12.9999;PLPA
10117911;2-Chłodnia 1  002107;31.12.9999;PLPA
10117912;2-Układ schładzania glikolu;31.12.9999;PLPA
10117913;1-Rozkładacz form 1             005111;31.12.9999;PLPA
10117914;1-Przekładacz na trans. siat. 1   005113;31.12.9999;PLPA
10117915;1-Przekładacz na trans. siat. 2   005114;31.12.9999;PLPA
10117916;1-Obracacz form;31.12.9999;PLPA
10117917;1-Transporter powrotu form  002097/1;31.12.9999;PLPA
10117918;1-Winda form;31.12.9999;PLPA
10117919;2-Chłodnia 2;31.12.9999;PLPA
10117920;2-Osusacz powietrza;31.12.9999;PLPA
10117921;1-Składacz form 2                 005066;31.12.9999;PLPA
10117922;1-Rozkładacz form 2               005112;31.12.9999;PLPA
10117926;2-Switching RW10 hala 18 (HUB);31.12.9999;PLPA
10117927;2-Switching RW11 hala 17 (Bready,Rocher);31.12.9999;PLPA
10117934;2-Transporter wafla 1.5         002792/5;31.12.9999;PLPA
10117935;2-Transporter wafla 1.6         002792/6;31.12.9999;PLPA
10117936;2-Magazynek wafla 1             002792/7;31.12.9999;PLPA
10117937;2-Magazynek wafla 2;31.12.9999;PLPA
10117938;2-Magazynek wafla 3;31.12.9999;PLPA
10117939;2-Kaseta podająca migdała 2.1   002101/1;31.12.9999;PLPA
10117940;2-Kaseta podająca migdała 2.2   002101/2;31.12.9999;PLPA
10117941;2-Przekładacz migdała 2.1       002103/1;31.12.9999;PLPA
10117942;2-Przekładacz migdała 2.2       002103/2;31.12.9999;PLPA
10117943;1-Transporter siatkowy pod przekładaczam;31.12.9999;PLPA
10117944;1-Oblewarka;31.12.9999;PLPA
10117945;1-Zespół chłodniczy 2;31.12.9999;PLPA
10117946;2-Chłodnia 2                      005093;31.12.9999;PLPA
10117947;2-Osuszacz powietrza;31.12.9999;PLPA
10117948;1-Zespół obsypywania wiórkiem;31.12.9999;PLPA
10117949;2-Trans. zasypu wióra na zbiornik;31.12.9999;PLPA
10117950;2-Trans. zasypu wióra pod zbiornikiem;31.12.9999;PLPA
10117951;2-Transporter zasypu wióra zakręt;31.12.9999;PLPA
10117952;2-Tran.ślimakowy skośny 1;31.12.9999;PLPA
10117953;2-Tran.ślimakowy skośny 2;31.12.9999;PLPA
10117954;2-Transporter powrotu wióra 1   005092/7;31.12.9999;PLPA
10117955;2-Transporter powrotu wióra 2   005092/8;31.12.9999;PLPA
10117956;1-Zespół chłodniczy 3;31.12.9999;PLPA
10117957;2-Chłodnia 3;31.12.9999;PLPA
10117958;2-Osuszacz powietrza;31.12.9999;PLPA
10117959;1-Zespół dystrybucji tac 24x6;31.12.9999;PLPA
10117960;2-Zespół załadunku pustych tac  005098/2;31.12.9999;PLPA
10117961;2-Zespół chłodniczy 4;31.12.9999;PLPA
10117962;1-System kontroli nadruku drukarki;31.12.9999;PLPA
10117963;2-Zespół dystrybucji tac        005098/4;31.12.9999;PLPA
10117964;2-Zespół powrotu tac pełnych    005098/5;31.12.9999;PLPA
10117965;1-Zespól transporterów pod przekładaczam;31.12.9999;PLPA
10117966;1-Zespół dozowania produktu;31.12.9999;PLPA
10117969;3-Transporter tasmowy  metaldetektora;31.12.9999;PLPA
10118141;1 - Zespół trans.wafla 2;31.12.9999;PLPA
10118142;2-Transporter wafla 2.1         002793/1;31.12.9999;PLPA
10118143;2-Transporter wafla 2.2         002793/2;31.12.9999;PLPA
10118144;2-Transporter wafla 2.3         002793/3;31.12.9999;PLPA
10118145;2-Transporter wafla 2.4         002793/4;31.12.9999;PLPA
10118146;2-Transporter wafla 2.5         002793/5;31.12.9999;PLPA
10118147;2-Transporter wafla 2.6         002793/6;31.12.9999;PLPA
10118148;1 -Dociskacz muszelek 2;31.12.9999;PLPA
10118149;1-Dociskacz form 2                005067;31.12.9999;PLPA
10118150;2-Zespół załadunku pełnych tac  005098/1;31.12.9999;PLPA
10118152;1-Zespół urządzeń cięcia wafla 1;31.12.9999;PLPA
10118153;2-Moduł tnący 1;31.12.9999;PLPA
10118154;1-Zespół urządzeń cięcia wafla 2;31.12.9999;PLPA
10118170;2-Zespół pasteryzatora 1;31.12.9999;PLPA
10118171;2-Zespół pasteryzatora 2;31.12.9999;PLPA
10118172;2-Zespół pasteryzatora jasnego;31.12.9999;PLPA
